date,category,sub_category,product,price,quantity,total_sales
2025-04-13,supermarket,none,bread,57521,20,1150420
2025-10-01,supermarket,none,bread,37109,23,853507
2025-02-07,stationary,none,pencil,18652,28,522256
2025-02-03,electronics,none,mobile,12388,9,111492
2025-02-10,electronics,none,mobile,42894,19,814986
2025-09-28,electronics,none,smartwatch,51301,23,1179923
2025-06-09,supermarket,none,rice,9969,6,59814
2025-05-12,supermarket,none,cooking oil,45690,19,868110
2025-06-17,stationary,none,pencil,50465,30,1513950
2025-10-15,electronics,none,smartwatch,38859,16,621744
2025-07-28,supermarket,none,bread,14903,15,223545
2025-06-19,electronics,none,headphones,4707,33,155331
2025-02-16,clothes,women,suits,36333,16,581328
2025-01-21,stationary,none,pen,1458,35,51030
2025-02-04,stationary,none,pen,56250,39,2193750
2025-01-19,supermarket,none,tea,19651,12,235812
2025-08-03,electronics,none,laptop,56270,5,281350
2025-12-11,electronics,none,smartwatch,10241,1,10241
2025-01-15,stationary,none,page-folder,25123,36,904428
2025-11-03,clothes,men,trouser,52576,20,1051520
2025-08-16,supermarket,none,bread,32157,19,610983
2025-02-16,electronics,none,laptop,12616,26,328016
2025-12-30,clothes,men,shirt,14905,20,298100
2025-01-28,clothes,men,trouser,58781,18,1058058
2025-01-19,stationary,none,notebook,46845,1,46845
2025-08-31,clothes,women,top,36818,39,1435902
2025-09-25,electronics,none,smartwatch,48362,23,1112326
2025-10-31,supermarket,none,cooking oil,30782,22,677204
2025-09-07,stationary,none,pen,2164,9,19476
2025-04-22,stationary,none,notebook,37265,26,968890
2025-10-02,electronics,none,headphones,17899,17,304283
2025-11-05,electronics,none,mobile,57383,23,1319809
2025-02-09,electronics,none,headphones,49487,7,346409
2025-08-29,electronics,none,smartwatch,18379,30,551370
2025-03-20,electronics,none,smartwatch,36261,1,36261
2025-08-25,electronics,none,smartwatch,10642,37,393754
2025-01-21,supermarket,none,tea,51045,15,765675
2025-09-22,electronics,none,mobile,47053,34,1599802
2025-02-12,electronics,none,smartwatch,18239,18,328302
2025-04-04,stationary,none,pen,14418,11,158598
2025-03-28,electronics,none,smartwatch,693,24,16632
2025-03-06,supermarket,none,bread,39009,28,1092252
2025-09-21,clothes,women,top,27852,17,473484
2025-11-16,supermarket,none,tea,21129,1,21129
2025-03-16,stationary,none,pencil,19578,36,704808
2025-09-30,supermarket,none,bread,59667,23,1372341
2025-11-30,supermarket,none,cooking oil,57936,13,753168
2025-09-03,stationary,none,pen,3576,9,32184
2025-05-30,stationary,none,pencil,6925,14,96950
2025-01-01,supermarket,none,rice,2106,7,14742
2025-10-25,electronics,none,smartwatch,11962,20,239240
2025-05-09,electronics,none,headphones,28533,9,256797
2025-08-25,stationary,none,notebook,26988,13,350844
2025-10-06,electronics,none,headphones,17735,8,141880
2025-07-01,electronics,none,mobile,43042,34,1463428
2025-05-14,supermarket,none,bread,54408,11,598488
2025-03-04,clothes,men,trouser,51589,12,619068
2025-10-27,clothes,men,trouser,5842,30,175260
2025-12-11,clothes,women,suits,36381,37,1346097
2025-03-05,supermarket,none,bread,2238,27,60426
2025-05-06,electronics,none,laptop,56566,30,1696980
2025-07-25,stationary,none,notebook,33624,27,907848
2025-09-16,electronics,none,smartwatch,48674,40,1946960
2025-09-29,clothes,men,shirt,40719,36,1465884
2025-04-03,clothes,men,shirt,46367,5,231835
2025-12-10,electronics,none,mobile,27163,7,190141
2025-08-14,supermarket,none,cooking oil,26488,40,1059520
2025-06-30,supermarket,none,cooking oil,14723,32,471136
2025-02-08,stationary,none,pen,19549,12,234588
2025-11-16,electronics,none,smartwatch,11001,37,407037
2025-02-02,electronics,none,laptop,22986,7,160902
2025-03-18,electronics,none,laptop,15365,6,92190
2025-11-27,electronics,none,headphones,48018,22,1056396
2025-10-24,electronics,none,laptop,9179,37,339623
2025-11-15,stationary,none,pen,26593,36,957348
2025-12-06,electronics,none,headphones,13384,1,13384
2025-01-27,supermarket,none,rice,8015,10,80150
2025-08-16,supermarket,none,tea,3319,39,129441
2025-12-26,supermarket,none,bread,44519,3,133557
2025-09-10,clothes,women,suits,48707,5,243535
2025-04-10,supermarket,none,cooking oil,42712,25,1067800
2025-05-19,electronics,none,laptop,14328,37,530136
2025-03-27,stationary,none,pencil,42803,40,1712120
2025-01-17,clothes,men,shirt,35648,19,677312
2025-05-03,electronics,none,mobile,31671,21,665091
2025-07-18,supermarket,none,cooking oil,24421,25,610525
2025-03-04,supermarket,none,rice,12546,21,263466
2025-05-07,stationary,none,page-folder,41757,6,250542
2025-08-17,clothes,women,suits,23223,28,650244
2025-06-16,supermarket,none,cooking oil,5681,22,124982
2025-05-12,electronics,none,smartwatch,6291,7,44037
2025-07-05,clothes,women,top,56619,13,736047
2025-12-01,clothes,men,trouser,32173,10,321730
2025-06-01,supermarket,none,cooking oil,45730,18,823140
2025-09-07,electronics,none,mobile,26146,8,209168
2025-02-25,electronics,none,headphones,44712,14,625968
2025-06-02,stationary,none,page-folder,12855,2,25710
2025-11-20,clothes,women,suits,19139,2,38278
2025-10-26,stationary,none,pen,58501,5,292505
2025-11-22,supermarket,none,cooking oil,49003,2,98006
2025-12-05,clothes,women,top,44154,5,220770
2025-03-30,clothes,men,shirt,14481,37,535797
2025-12-12,electronics,none,smartwatch,30174,14,422436
2025-10-05,stationary,none,page-folder,9227,33,304491
2025-01-08,supermarket,none,rice,53885,37,1993745
2025-09-19,supermarket,none,cooking oil,7941,22,174702
2025-03-06,clothes,women,suits,12658,32,405056
2025-11-04,stationary,none,page-folder,18111,6,108666
2025-12-05,clothes,men,trouser,14047,24,337128
2025-01-20,clothes,women,suits,35004,6,210024
2025-06-12,supermarket,none,bread,26006,6,156036
2025-12-12,stationary,none,pen,59748,22,1314456
2025-11-26,clothes,women,suits,35646,21,748566
2025-01-05,supermarket,none,rice,37523,24,900552
2025-01-23,electronics,none,laptop,37360,31,1158160
2025-06-07,stationary,none,pen,52730,19,1001870
2025-05-06,electronics,none,smartwatch,48122,24,1154928
2025-04-27,stationary,none,notebook,1081,8,8648
2025-08-04,clothes,women,top,59852,6,359112
2025-11-05,supermarket,none,rice,16984,11,186824
2025-03-31,stationary,none,pencil,16334,38,620692
2025-12-29,stationary,none,notebook,16664,5,83320
2025-11-07,clothes,women,suits,20523,18,369414
2025-02-03,electronics,none,headphones,17677,10,176770
2025-09-03,clothes,men,shirt,13878,34,471852
2025-01-08,supermarket,none,rice,26681,35,933835
2025-04-12,stationary,none,pen,7263,22,159786
2025-10-11,stationary,none,pen,5756,16,92096
2025-01-16,clothes,women,suits,8060,27,217620
2025-06-16,electronics,none,mobile,49995,28,1399860
2025-05-03,clothes,women,suits,33539,31,1039709
2025-02-20,electronics,none,laptop,51388,9,462492
2025-04-27,electronics,none,headphones,15847,17,269399
2025-04-12,clothes,men,shirt,1631,26,42406
2025-05-30,stationary,none,notebook,20739,28,580692
2025-06-18,clothes,men,shirt,51439,40,2057560
2025-06-16,supermarket,none,bread,16182,2,32364
2025-07-14,electronics,none,mobile,18681,39,728559
2025-01-02,stationary,none,pencil,15680,3,47040
2025-02-10,supermarket,none,tea,40123,29,1163567
2025-06-09,stationary,none,pen,30241,1,30241
2025-06-09,supermarket,none,bread,53178,14,744492
2025-12-20,electronics,none,mobile,1205,39,46995
2025-11-09,stationary,none,pen,11559,22,254298
2025-03-21,stationary,none,pencil,40288,19,765472
2025-10-26,clothes,women,top,6036,13,78468
2025-11-12,supermarket,none,tea,17601,7,123207
2025-12-17,stationary,none,pencil,14906,2,29812
2025-11-27,supermarket,none,tea,40508,20,810160
2025-10-24,stationary,none,page-folder,11601,18,208818
2025-09-17,supermarket,none,tea,11116,14,155624
2025-11-14,stationary,none,pencil,15747,6,94482
2025-08-28,supermarket,none,cooking oil,54004,30,1620120
2025-09-07,electronics,none,mobile,1130,13,14690
2025-10-29,electronics,none,smartwatch,40490,7,283430
2025-01-06,supermarket,none,tea,25560,23,587880
2025-02-19,stationary,none,page-folder,12666,16,202656
2025-06-10,clothes,women,suits,24864,6,149184
2026-01-01,supermarket,none,bread,23710,35,829850
2025-09-22,supermarket,none,rice,44956,28,1258768
2025-10-18,supermarket,none,bread,5227,11,57497
2025-12-05,stationary,none,pen,36967,26,961142
2025-09-15,supermarket,none,tea,25275,22,556050
2025-02-13,electronics,none,mobile,15756,38,598728
2025-01-19,supermarket,none,cooking oil,54797,26,1424722
2025-12-22,clothes,men,shirt,36014,37,1332518
2025-06-22,supermarket,none,cooking oil,10782,20,215640
2025-02-24,electronics,none,smartwatch,20030,14,280420
2025-02-26,stationary,none,notebook,22336,23,513728
2025-12-06,electronics,none,laptop,42546,37,1574202
2025-05-03,stationary,none,pen,24936,28,698208
2025-10-19,stationary,none,pencil,8104,33,267432
2025-01-12,stationary,none,pencil,23176,27,625752
2025-12-06,supermarket,none,bread,21944,4,87776
2025-01-21,supermarket,none,bread,29070,1,29070
2025-08-17,stationary,none,pencil,35215,10,352150
2025-03-23,supermarket,none,tea,5990,34,203660
2025-06-14,supermarket,none,cooking oil,50905,29,1476245
2025-11-25,clothes,men,shirt,41242,16,659872
2025-05-16,supermarket,none,tea,21630,20,432600
2025-10-19,stationary,none,notebook,54831,37,2028747
2025-04-27,supermarket,none,rice,51085,10,510850
2025-02-10,electronics,none,laptop,19178,5,95890
2025-10-31,stationary,none,notebook,17944,28,502432
2025-06-10,stationary,none,pen,4701,8,37608
2025-04-25,supermarket,none,tea,2297,29,66613
2025-06-21,supermarket,none,bread,28142,3,84426
2025-03-22,stationary,none,pencil,35511,34,1207374
2025-07-01,stationary,none,notebook,16547,1,16547
2025-10-30,supermarket,none,tea,50560,1,50560
2025-01-23,electronics,none,smartwatch,18461,5,92305
2025-03-06,stationary,none,notebook,29976,17,509592
2025-09-17,supermarket,none,tea,59765,32,1912480
2025-12-11,clothes,men,trouser,38097,37,1409589
2025-09-01,clothes,women,top,16246,15,243690
2025-02-08,clothes,women,suits,30135,40,1205400
2025-12-11,supermarket,none,bread,47028,17,799476
2025-06-10,clothes,women,top,22624,22,497728
2025-08-03,stationary,none,pen,12435,7,87045
2025-12-13,clothes,women,suits,42506,20,850120
2025-03-07,supermarket,none,bread,5337,8,42696
2025-05-14,electronics,none,smartwatch,12860,39,501540
2025-09-14,supermarket,none,tea,27352,28,765856
2025-01-11,electronics,none,laptop,42780,38,1625640
2025-01-31,electronics,none,mobile,33812,6,202872
2025-02-19,clothes,men,trouser,56384,18,1014912
2025-05-03,electronics,none,smartwatch,42568,5,212840
2025-03-23,stationary,none,page-folder,22820,11,251020
2025-02-08,electronics,none,laptop,53915,3,161745
2025-05-21,clothes,men,shirt,22313,6,133878
2025-03-01,clothes,women,suits,41251,22,907522
2025-11-08,stationary,none,notebook,54613,11,600743
2025-10-06,stationary,none,page-folder,20789,15,311835
2025-04-03,electronics,none,smartwatch,33916,31,1051396
2025-07-06,stationary,none,pen,8304,13,107952
2025-10-14,supermarket,none,rice,28486,35,997010
2025-01-03,stationary,none,pen,38258,8,306064
2025-05-30,stationary,none,pencil,5220,35,182700
2025-08-17,clothes,women,suits,23177,34,788018
2025-01-02,stationary,none,notebook,23625,8,189000
2025-06-20,supermarket,none,bread,45807,23,1053561
2025-04-24,supermarket,none,rice,55747,10,557470
2025-09-14,clothes,men,shirt,56789,18,1022202
2025-10-26,supermarket,none,tea,21726,4,86904
2025-08-06,stationary,none,pen,15695,4,62780
2025-11-25,electronics,none,headphones,7738,17,131546
2025-04-04,clothes,women,suits,46455,20,929100
2025-09-22,electronics,none,laptop,6597,27,178119
2025-02-04,supermarket,none,rice,59314,20,1186280
2025-09-01,clothes,women,top,34189,11,376079
2025-08-12,clothes,men,shirt,41470,34,1409980
2025-06-12,stationary,none,notebook,30276,15,454140
2025-04-03,supermarket,none,cooking oil,39313,38,1493894
2025-04-27,clothes,men,shirt,40305,12,483660
2025-08-20,electronics,none,mobile,6978,34,237252
2025-08-22,supermarket,none,rice,4581,27,123687
2025-03-11,electronics,none,headphones,22460,14,314440
2025-07-24,stationary,none,notebook,34051,18,612918
2025-05-31,electronics,none,headphones,48907,19,929233
2025-05-07,electronics,none,mobile,56990,5,284950
2025-12-18,stationary,none,pencil,46201,29,1339829
2025-08-01,electronics,none,headphones,54401,16,870416
2025-12-27,electronics,none,laptop,19511,3,58533
2025-02-17,stationary,none,pencil,8087,8,64696
2025-07-01,electronics,none,headphones,34329,5,171645
2025-01-19,supermarket,none,tea,8032,38,305216
2025-02-27,clothes,men,trouser,46184,8,369472
2025-03-28,electronics,none,headphones,55218,8,441744
2025-11-09,stationary,none,pencil,25046,15,375690
2025-02-02,electronics,none,mobile,9778,24,234672
2025-07-26,supermarket,none,bread,52230,35,1828050
2025-06-29,stationary,none,pen,7468,29,216572
2025-04-28,electronics,none,headphones,53501,4,214004
2025-11-11,stationary,none,pencil,19623,30,588690
2025-10-28,supermarket,none,cooking oil,22452,23,516396
2025-07-13,stationary,none,page-folder,42364,2,84728
2025-09-15,stationary,none,page-folder,899,34,30566
2025-08-30,electronics,none,headphones,1669,1,1669
2025-06-04,supermarket,none,bread,13181,3,39543
2025-07-09,supermarket,none,cooking oil,30973,12,371676
2025-12-15,stationary,none,page-folder,22752,17,386784
2025-10-09,electronics,none,smartwatch,48910,7,342370
2025-08-12,stationary,none,pen,33755,24,810120
2025-05-06,supermarket,none,cooking oil,50273,5,251365
2025-01-25,clothes,men,trouser,6820,16,109120
2025-03-01,stationary,none,pen,46757,38,1776766
2025-12-24,stationary,none,notebook,50239,11,552629
2025-09-02,stationary,none,pen,28186,33,930138
2025-10-08,supermarket,none,rice,52203,15,783045
2025-11-03,stationary,none,notebook,13944,17,237048
2025-07-27,stationary,none,notebook,12723,3,38169
2025-11-26,clothes,women,top,2378,30,71340
2025-09-16,clothes,women,top,35285,36,1270260
2025-03-11,supermarket,none,tea,57407,18,1033326
2025-03-23,clothes,women,suits,29038,29,842102
2025-12-27,supermarket,none,bread,37915,16,606640
2025-01-05,electronics,none,laptop,42528,39,1658592
2025-08-25,stationary,none,notebook,53694,38,2040372
2025-03-09,electronics,none,mobile,9302,31,288362
2025-10-06,supermarket,none,bread,21959,40,878360
2025-10-11,electronics,none,smartwatch,37442,11,411862
2025-10-13,stationary,none,notebook,9382,4,37528
2025-02-13,supermarket,none,bread,17742,4,70968
2025-11-10,electronics,none,laptop,43857,29,1271853
2025-07-13,electronics,none,laptop,38042,19,722798
2025-12-02,electronics,none,headphones,5356,12,64272
2025-05-31,stationary,none,page-folder,52709,13,685217
2025-04-16,supermarket,none,tea,28821,12,345852
2025-04-24,stationary,none,pencil,28967,5,144835
2025-01-30,clothes,women,top,2686,29,77894
2025-09-22,supermarket,none,bread,53786,5,268930
2025-06-23,clothes,women,suits,5877,19,111663
2025-12-30,supermarket,none,cooking oil,2309,28,64652
2025-12-19,clothes,women,suits,41085,7,287595
2025-10-26,supermarket,none,cooking oil,26981,3,80943
2025-03-03,stationary,none,notebook,40948,13,532324
2025-12-11,electronics,none,headphones,39613,4,158452
2025-09-03,supermarket,none,bread,3616,5,18080
2025-11-15,supermarket,none,tea,36677,29,1063633
2025-09-19,supermarket,none,tea,24890,20,497800
2025-04-29,electronics,none,headphones,56015,33,1848495
2025-02-19,electronics,none,mobile,6171,6,37026
2025-03-31,stationary,none,page-folder,4482,20,89640
2025-04-12,electronics,none,laptop,58754,21,1233834
2025-12-31,clothes,men,shirt,54211,1,54211
2025-06-18,clothes,women,suits,39331,1,39331
2025-04-25,electronics,none,mobile,7737,1,7737
2025-06-06,clothes,men,shirt,32556,15,488340
2025-05-27,stationary,none,pencil,36804,10,368040
2025-08-17,clothes,men,shirt,6079,9,54711
2025-08-10,stationary,none,pen,36243,35,1268505
2025-09-19,stationary,none,pencil,13472,17,229024
2025-02-25,supermarket,none,bread,1407,36,50652
2025-01-31,stationary,none,notebook,52082,39,2031198
2025-03-11,clothes,men,trouser,46295,21,972195
2025-06-03,clothes,women,top,45350,21,952350
2025-02-14,stationary,none,pen,53212,25,1330300
2025-09-04,clothes,women,top,48613,28,1361164
2025-10-30,electronics,none,smartwatch,22021,35,770735
2025-01-02,stationary,none,pen,8364,7,58548
2025-06-20,supermarket,none,rice,42025,11,462275
2025-10-29,electronics,none,mobile,5807,26,150982
2025-04-29,clothes,men,shirt,11854,18,213372
2025-06-15,clothes,women,suits,40713,31,1262103
2025-11-30,stationary,none,pen,47557,12,570684
2025-09-12,electronics,none,laptop,56038,6,336228
2025-01-11,supermarket,none,cooking oil,42447,39,1655433
2025-07-07,electronics,none,smartwatch,14674,33,484242
2025-09-19,electronics,none,laptop,23278,11,256058
2025-03-22,clothes,men,shirt,26592,8,212736
2025-02-05,clothes,women,top,48500,35,1697500
2025-03-10,stationary,none,pencil,13943,2,27886
2025-11-30,stationary,none,pen,42577,11,468347
